fy,nasbo,zip,state,year,quar,stateno,general_revenue,personal_income1000s_annual,pop_annual,beginbal,exprev,year1,election_year,state1,sen_cont_alt,hs_cont_alt,govparty_c,gov_non_maj_pty,veto_override_prop,veto_override_prop_elected,vote_nec_budg,vote_nec_any_tax_inc,leg_cont,split_leg,government_cont,divided_gov,simple_divided_gov,sen_dem_prop_all,sen_rep_prop_all,hs_dem_prop_all,hs_rep_prop_all,sen_dem_veto_proof,sen_rep_veto_proof,hs_dem_veto_proof,hs_rep_veto_proof,dem_veto_proof,rep_veto_proof,veto_proof,divided_gov_veto_proof,dem_unified,veto_proof_leg_oth_gov,true_government_cont_a2,true_divided_gov_a,vote_nec_any_tax_inc_dum,sen_dem_tax_super,sen_rep_tax_super,hs_dem_tax_super,hs_rep_tax_super,dem_tax_super,rep_tax_super,leg_cont_tax_super,divided_leg_tax_super,estimbalance,year2,state2,dpi_change,dpi_pc_change,pop_change,pop_pc_change,taxes,govparty_rep,hserepcontrl,senaterepcontrl,spyear,spstate,sandp,govtotalsxrep,rrr,ddd,rrd,rdr,ddr,drd,rdd,drr,dltasandp,year7,electyr,state7,stateno7,sen_cont_alt2,hs_cont_alt2,gub_election2,govparty_c2,gov_non_maj_pty2,fy8,nasbo8,zip8,state8,estimbalance2,legtotals,legsales,leginctax,legcorpinc,legcigtob,legmotofuel,legalkie,legothers,legfees,govtotals,govsales,govinctax,govcorpinc,govcigtob,govmotofuel,govalkie,govothers,govfees,var118,legtotalspctaxes,legsalespctaxes,leginctaxpctaxes,legcorpincpctaxes,legcigtobpctaxes,legmotofuelpctaxes,legalkiepctaxes,legotherspctaxes,legfeespctaxes,govtotalspctaxes,govsalespctaxes,govinctaxpctaxes,govcorpincpctaxes,govcigtobpctaxes,govmotofuelpctaxes,govalkiepctaxes,govotherspctaxes,govfeespctaxes,stateno9,state_name9,elect_year9,sen_dem_prop,hs_dem_prop,dem_gub_prop_last_elect,govtotalspctaxesrepgov,govname1,dem_comp_score,dem_gov,dem_comp_score2,repgovaverage,state9,var149,year9,biennium,biennium_b,biennium_first_year,biennium_second_year,var155,gub_election,gub_election_regime,govparty_d,rep_gov,demgov_ideol,repgov_ideol,demsen,repsen,demhse,rephse,repunified,demunified,repunifiedideo,demunifiedideo,repgovtotals,repgovsales,repgovinc,repgovcorp,demgovtotals,demgovsales,demgovinc,demgovcrp,dem_gub_prop_last_elect2,rep_gub_prop_last_elect2,dem_gub_prop_last_elect3,rep_gub_prop_last_elect3,zip3,stateshor,yearnasbo,st,alpha,var188,hou_chamber,sen_chamber,hou_dem,hou_rep,hou_majority,sen_dem,sen_rep,sen_majority,var190,var191,average,allstdev,allavg,distance,placeinprimary,absideol,sumofideol,var199,var200,var201,var202,var203,repgovideology,demgovideology,govtotalspctaxesrep,govtotalspctaxesdem
2011,10-Jun,CO,Colorado,2010,2.5,6,2.00E+10,2.30E+11,5.10E+06,137,7086,2010,2009,Colorado,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.6,0.4,0.584615,0.415385,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,451,2010,Colorado,0,0,0,0,8.60E+09,0,0,0,2011,Colorado,9,0,0,0,0,0,0,0,0,1,0,2011,2010,Colorado,6,1,0,1,1,0,2011,10-Jun,CO,Colorado,4.50E+08,2.00E+08,0,0,0,0,0,0,0,2.00E+08,0,0,0,0,0,0,0,0,0,8.60E+09,2.326,0,0,0,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,6,Colorado,2009,0.6,0.584615,0.5866,0,"Ritter, Bill",0.0866,1,0.0866,0,Colorado,6,2010,2009,2009,0,1,"Ritter, Bill",1,2010,1,0,-1.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5866,0.4134,0.5866,0,CO,Colorado,2010,CO,6,2010,-0.811,-0.811,-1.177,1.215,-1.177,-1.118,1.504,-1.118,2010,Colorado,-1.08,0.54,-1.26,0,1,1.26316,1.26,2010,Colorado,Colorado,2010,"Ritter, Bill",0,-1.08,0,0
2012,Spring 2011,CO,Colorado,2011,2.5,6,2.20E+10,2.40E+11,5.20E+06,157,7736,2011,2010,Colorado,1,0,1,0,0.666667,1,,,0.5,1,0.666667,1,0,0.571429,0.428571,0.492308,0.507692,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,446,2011,Colorado,1.60E+07,7.69,118400,2.37,9.50E+09,0,1,0,2012,Colorado,9,0,0,0,0,0,1,0,0,0,0,2012,2010,Colorado,6,1,0,1,1,0,2012,Spring 2011,CO,Colorado,4.50E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Colorado,2010,0.571429,0.492308,0.8209,0,"Ritter, Bill",0.3209,1,0.3209,0,Colorado,6,2011,2011,2011,1,0,"Hickenlooper, John",0,2014,1,0,-1.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8209,0.1791,0.8209,0,CO,Colorado,2011,CO,6,2011,-0.328,-0.753,-1.401,1.342,1.342,-1.246,1.512,-1.246,2011,Colorado,-1.08,0.54,-1.26,0,1,1.26316,1.26,2011,Colorado,Colorado,2011,"Hickenlooper, John",0,-1.08,0,0
1988,1987,CT,Connecticut,1987,2.5,7,6.80E+09,7.80E+10,3.30E+06,0,4877,1987,1986,Connecticut,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.694444,0.305556,0.609272,0.390729,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1987,Connecticut,6.00E+06,9.38,0,0,4.30E+09,0,0,0,1988,Connecticut,9.33,,0,0,0,0,0,0,0,1,0,1988,1987,Connecticut,7,1,1,0,1,0,1988,1987,CT,Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Connecticut,1986,0.694444,0.609272,0.5849,0,"O'Neill, William A.",0.0849,1,0.0849,,Connecticut,7,1987,1987,1987,1,0,"O'Neill, William A.",0,1990,1,0,,,1,0,1,0,0,1,,,0,0,0,0,0,0,0,0,0.5849,0.4151,0.5849,0,CT,Connecticut,1987,,,,,,,,,,,,1987,Connecticut,,,,.,,,,1987,Connecticut,Connecticut,1987,"O'Neill, William A.",,,0,0
1989,Oct. 1988,CT,Connecticut,1988,2.5,7,7.00E+09,8.30E+10,3.30E+06,0,5511,1988,1987,Connecticut,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.694444,0.305556,0.602649,0.397351,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1988,Connecticut,7.00E+06,10,100000,3.13,4.40E+09,0,0,0,1989,Connecticut,9.33,0,0,0,0,0,0,0,0,1,0,1989,1988,Connecticut,7,1,1,0,1,0,1989,Oct. 1988,CT,Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Connecticut,1987,0.694444,0.609272,0.5849,0,"O'Neill, William A.",0.0849,1,0.0849,,Connecticut,7,1988,1987,1987,0,1,"O'Neill, William A.",0,1990,1,0,,,1,0,1,0,0,1,,,0,0,0,0,0,0,0,0,0.5849,0.4151,0.5849,0,CT,Connecticut,1988,,,,,,,,,,,,1988,Connecticut,,,,.,,,,1988,Connecticut,Connecticut,1988,"O'Neill, William A.",,,0,0
1990,Mar. 1989,CT,Connecticut,1989,2.5,7,7.90E+09,8.60E+10,3.30E+06,0,6112,1989,1988,Connecticut,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.638889,0.361111,0.582781,0.417219,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-260,1989,Connecticut,6.00E+06,7.79,0,0,4.80E+09,0,0,0,1990,Connecticut,9,0,0,0,0,0,0,0,0,1,-0.33,1990,1989,Connecticut,7,1,1,0,1,0,1990,Mar. 1989,CT,Connecticut,-2.60E+08,7.70E+08,3.90E+08,1.60E+08,1.70E+08,4.00E+07,0,1.90E+07,0,0,7.40E+08,4.00E+08,2.10E+08,7.00E+07,0,4.90E+07,0,0,0,4.80E+09,16.01,8.083,3.229,3.479,0.833,0,0.385,0,0,15.417,8.333,4.375,1.458,0,1.021,0,0,0,7,Connecticut,1988,0.638889,0.582781,0.5849,0,"O'Neill, William A.",0.0849,1,0.0849,,Connecticut,7,1989,1989,1989,1,0,"O'Neill, William A.",0,1990,1,0,,,1,0,1,0,0,1,,,0,0,0,0,15.417,8.333,4.375,1.458,0.5849,0.4151,0.5849,0,CT,Connecticut,1989,,,,,,,,,,,,1989,Connecticut,,,,.,,,,1989,Connecticut,Connecticut,1989,"O'Neill, William A.",,,0,15.417
1991,Mar. 1990,CT,Connecticut,1990,2.5,7,8.60E+09,8.70E+10,3.30E+06,-157,5818,1990,1989,Connecticut,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.638889,0.361111,0.582781,0.417219,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-707,1990,Connecticut,3.00E+06,3.61,0,0,5.30E+09,0,0,0,1991,Connecticut,8.67,0,0,0,0,0,0,0,0,1,-0.33,1991,1990,Connecticut,7,1,1,1,0.5,1,1991,Mar. 1990,CT,Connecticut,-7.10E+08,1.10E+07,0,1.10E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30E+09,0.198,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Connecticut,1989,0.638889,0.582781,0.5849,0,"O'Neill, William A.",0.0849,0,0,,Connecticut,7,1990,1989,1989,0,1,"O'Neill, William A.",1,1990,1,0,,,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0.5849,0.4151,0.5849,0,CT,Connecticut,1990,,,,,,,,,,,,1990,Connecticut,,,,.,,,,1990,Connecticut,Connecticut,1990,"O'Neill, William A.",,,0,0
1996,Apr. 1995,CT,Connecticut,1995,2.5,7,1.20E+10,1.10E+11,3.30E+06,0,9111,1995,1994,Connecticut,0,1,0,0,0.666667,1,0.5,0.5,0.5,1,0.333333,1,0,0.472222,0.527778,0.602649,0.397351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1995,Connecticut,1.00E+06,1.01,0,0,7.50E+09,1,0,1,1996,Connecticut,8.67,-196.7,0,0,1,0,0,0,0,0,0,1996,1995,Connecticut,7,0,1,0,0,0,1996,Apr. 1995,CT,Connecticut,0,-2.10E+08,0,-2.00E+08,-1.00E+07,0,0,0,0,0,-2.00E+08,0,-2.20E+08,0,0,0,0,0,2.60E+07,7.50E+09,-2.831,0,-2.693,-0.137,0,0,0,0,0,-2.667,0,-2.933,0,0,0,0,0,0.347,7,Connecticut,1994,0.472222,0.596026,0.4747,-2.667,"Weicker, Lowell P. Jr.",-0.0253,0,0,1.43,Connecticut,7,1995,1995,1995,1,0,"Rowland, John G.",0,1998,0,1,0,1.43,0,1,1,0,0,0,0,0,-2.667,0,-2.933,0,0,0,0,0,0.4747,0.5253,0,0.5253,CT,Connecticut,1995,CT,7,1995,,,,,,,,,1995,Connecticut,1.43,0.71,1.5,,1,,,1995,Connecticut,Connecticut,1995,"Rowland, John G.",1.43,0,-2.667,0
1997,Apr. 1996,CT,Connecticut,1996,2.5,7,1.20E+10,1.20E+11,3.30E+06,0,9582,1996,1995,Connecticut,0,1,0,0,0.666667,1,0.5,0.5,0.5,1,0.333333,1,0,0.472222,0.527778,0.602649,0.397351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1996,Connecticut,1.00E+07,10,0,0,7.80E+09,1,0,1,1997,Connecticut,8.67,-14.4,0,0,1,0,0,0,0,0,0,1997,1996,Connecticut,7,1,1,0,0,0,1997,Apr. 1996,CT,Connecticut,2.00E+06,-2.40E+08,-1.20E+06,-2.00E+08,-2.00E+06,0,0,0,-3.60E+07,0,-1.40E+07,0,0,-6.30E+06,0,0,0,-2.70E+07,1.90E+07,7.80E+09,-3.071,-0.015,-2.564,-0.026,0,0,0,-0.465,0,-0.179,0,0,-0.081,0,0,0,-0.346,0.244,7,Connecticut,1995,0.472222,0.596026,0.4747,-0.179,"Rowland, John G.",-0.0253,0,0,1.43,Connecticut,7,1996,1995,1995,0,1,"Rowland, John G.",0,1998,0,1,0,1.43,1,0,1,0,0,0,0,0,-0.179,0,0,-0.081,0,0,0,0,0.4747,0.5253,0,0.5253,CT,Connecticut,1996,CT,7,1996,-0.877,-0.021,-1.057,0.088,-1.057,-1.301,0.18,0.18,1996,Connecticut,1.43,0.71,1.5,,1,,,1996,Connecticut,Connecticut,1996,"Rowland, John G.",1.43,0,-0.179,0
1998,Apr. 1997,CT,Connecticut,1997,2.5,7,1.40E+10,1.30E+11,3.40E+06,0,10142,1997,1996,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.527778,0.472222,0.635762,0.364238,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,180,1997,Connecticut,1.00E+07,9.09,0,0,8.80E+09,1,0,0,1998,Connecticut,9,-256.5,1,0,0,0,0,0,0,0,0.33,1998,1997,Connecticut,7,1,1,0,0,0,1998,Apr. 1997,CT,Connecticut,1.80E+08,-1.50E+08,0,-1.10E+08,-4.00E+06,0,-4.00E+07,0,0,3.20E+06,-2.60E+08,0,-2.20E+08,5.00E+06,0,-6.00E+07,0,1.00E+07,8.20E+06,8.80E+09,-1.757,0,-1.293,-0.045,0,-0.455,0,0,0.036,-2.955,0,-2.5,0.057,0,-0.682,0,0.114,0.093,7,Connecticut,1996,0.527778,0.629139,0.4747,-2.955,"Rowland, John G.",-0.0253,0,0,1.43,Connecticut,7,1997,1997,1997,1,0,"Rowland, John G.",0,1998,0,1,0,1.43,1,0,1,0,0,0,0,0,-2.955,0,-2.5,0.057,0,0,0,0,0.4747,0.5253,0,0.5253,CT,Connecticut,1997,CT,7,1997,-0.912,-0.922,-1.057,0.115,-1.057,-1.339,0.18,-1.339,1997,Connecticut,1.43,0.71,1.5,,1,,,1997,Connecticut,Connecticut,1997,"Rowland, John G.",1.43,0,-2.955,0
1999,May-98,CT,Connecticut,1998,2.5,7,1.40E+10,1.30E+11,3.40E+06,0,10616,1998,1997,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.527778,0.472222,0.635762,0.364238,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,29,1998,Connecticut,1.00E+07,8.33,100000,3.03,9.40E+09,1,0,0,1999,Connecticut,9,-96.8,1,0,0,0,0,0,0,0,0,1999,1998,Connecticut,7,1,1,1,0,0,1999,May-98,CT,Connecticut,2.90E+07,-8.20E+07,-9.90E+06,-4.50E+07,-9.50E+06,0,-1.30E+07,0,-4.50E+06,0,-9.70E+07,0,-7.50E+07,-4.00E+06,0,-1.30E+07,0,-4.50E+06,0,9.40E+09,-0.874,-0.105,-0.479,-0.101,0,-0.141,0,-0.048,0,-1.032,0,-0.798,-0.043,0,-0.138,0,-0.048,0,7,Connecticut,1997,0.527778,0.629139,0.4747,-1.032,"Rowland, John G.",-0.0253,0,0,1,Connecticut,7,1998,1997,1997,0,1,"Rowland, John G.",1,1998,0,1,0,1,1,0,1,0,0,0,0,0,-1.032,0,-0.798,-0.043,0,0,0,0,0.4747,0.5253,0,0.5253,CT,Connecticut,1998,CT,7,1998,-0.914,-0.922,-1.057,0.114,-1.057,-1.342,0.175,-1.342,1998,Connecticut,1,0.79,1.2,,1,,,1998,Connecticut,Connecticut,1998,"Rowland, John G.",1,0,-1.032,0
2000,Jun-99,CT,Connecticut,1999,2.5,7,1.50E+10,1.40E+11,3.40E+06,0,11214,1999,1998,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.527778,0.472222,0.635762,0.364238,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,241,1999,Connecticut,0,0,0,0,9.60E+09,1,0,0,2000,Connecticut,9,-31.5,1,0,0,0,0,0,0,0,0,2000,1999,Connecticut,7,1,1,0,0,0,2000,Jun-99,CT,Connecticut,2.40E+08,-1.00E+08,-2.10E+07,-4.60E+07,-7.70E+06,0,0,0,-2.90E+07,0,-3.20E+07,-9.10E+06,-1.60E+07,0,0,0,0,-6.40E+06,0,9.60E+09,-1.09,-0.223,-0.481,-0.08,0,0,0,-0.305,0,-0.333,-0.095,-0.167,0,0,0,0,-0.067,0,7,Connecticut,1998,0.527778,0.635762,0.3604,-0.333,"Rowland, John G.",-0.1396,0,0,1,Connecticut,7,1999,1999,1999,1,0,"Rowland, John G.",0,2002,0,1,0,1,1,0,1,0,0,0,0,0,-0.333,-0.095,-0.167,0,0,0,0,0,0.3604,0.6396,0,0.6396,CT,Connecticut,1999,CT,7,1999,-0.939,-0.922,-1.068,0.106,-1.068,-1.339,0.18,-1.339,1999,Connecticut,1,0.79,1.2,,1,,,1999,Connecticut,Connecticut,1999,"Rowland, John G.",1,0,-0.333,0
2001,Aug. 2000,CT,Connecticut,2000,2.5,7,1.60E+10,1.50E+11,3.40E+06,0,11986,2000,1999,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.527778,0.472222,0.635762,0.364238,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,501,2000,Connecticut,1.00E+07,7.69,0,0,1.00E+10,1,0,0,2001,Connecticut,9,-226.9,1,0,0,0,0,0,0,0,0,2001,2000,Connecticut,7,1,1,0,0,0,2001,Aug. 2000,CT,Connecticut,5.00E+08,-2.20E+08,-3.70E+07,0,0,0,-9.90E+07,0,-8.60E+07,0,-2.30E+08,-3.50E+06,-2.80E+07,-1.60E+07,0,-9.90E+07,0,-7.90E+07,-1.80E+06,1.00E+10,-2.21,-0.365,0,0,0,-0.99,0,-0.855,0,-2.3,-0.035,-0.28,-0.16,0,-0.99,0,-0.79,-0.018,7,Connecticut,1999,0.527778,0.635762,0.3604,-2.3,"Rowland, John G.",-0.1396,0,0,1,Connecticut,7,2000,1999,1999,0,1,"Rowland, John G.",0,2002,0,1,0,1,1,0,1,0,0,0,0,0,-2.3,-0.035,-0.28,-0.16,0,0,0,0,0.3604,0.6396,0,0.6396,CT,Connecticut,2000,CT,7,2000,-0.939,-0.922,-1.068,0.106,-1.068,-1.339,0.18,-1.339,2000,Connecticut,1,0.79,1.2,,1,,,2000,Connecticut,Connecticut,2000,"Rowland, John G.",1,0,-2.3,0
2002,1-Jun,CT,Connecticut,2001,2.5,7,1.60E+10,1.50E+11,3.50E+06,0,10845,2001,2000,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.583333,0.416667,0.662252,0.337748,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-123,2001,Connecticut,1.00E+07,7.14,0,0,9.90E+09,1,0,0,2002,Connecticut,9,-149.6,1,0,0,0,0,0,0,0,0,2002,2001,Connecticut,7,1,1,0,0,0,2002,1-Jun,CT,Connecticut,-1.20E+08,-1.20E+08,-1.10E+08,0,0,0,0,0,-4.00E+06,-2.90E+06,-1.50E+08,-1.50E+08,0,-2.00E+06,0,0,0,0,1.40E+06,9.90E+09,-1.181,-1.111,0,0,0,0,0,-0.04,-0.029,-1.515,-1.515,0,-0.02,0,0,0,0,0.014,7,Connecticut,2000,0.583333,0.662252,0.3604,-1.515,"Rowland, John G.",-0.1396,0,0,1,Connecticut,7,2001,2001,2001,1,0,"Rowland, John G.",0,2002,0,1,0,1,1,0,1,0,0,0,0,0,-1.515,-1.515,0,-0.02,0,0,0,0,0.3604,0.6396,0,0.6396,CT,Connecticut,2001,CT,7,2001,-0.945,-1.013,-1.064,0.113,-1.064,-1.301,0.18,-1.301,2001,Connecticut,1,0.79,1.2,,1,,,2001,Connecticut,Connecticut,2001,"Rowland, John G.",1,0,-1.515,0
2003,2-May,CT,Connecticut,2002,2.5,7,1.50E+10,1.50E+11,3.50E+06,0,12023,2002,2001,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.583333,0.416667,0.662252,0.337748,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,48,2002,Connecticut,0,0,100000,2.94,9.00E+09,1,0,0,2003,Connecticut,9,163.2,1,0,0,0,0,0,0,0,0,2003,2002,Connecticut,7,1,1,1,0,0,2003,2-May,CT,Connecticut,4.80E+07,2.70E+08,1.70E+07,1.20E+07,5.80E+07,1.20E+08,2.60E+07,0,1.80E+07,1.30E+07,1.60E+08,1.50E+07,8.00E+06,0,1.20E+08,0,0,1.80E+07,0,9.00E+09,2.956,0.192,0.133,0.644,1.356,0.283,0,0.202,0.144,1.778,0.167,0.089,0,1.333,0,0,0.2,0,7,Connecticut,2001,0.583333,0.662252,0.3604,1.778,"Rowland, John G.",-0.1396,0,0,1,Connecticut,7,2002,2001,2001,0,1,"Rowland, John G.",1,2002,0,1,0,1,1,0,1,0,0,0,0,0,1.778,0.167,0.089,0,0,0,0,0,0.3604,0.6396,0,0.6396,CT,Connecticut,2002,CT,7,2002,-0.948,-1.013,-1.06,0.114,-1.06,-1.301,0.18,-1.301,2002,Connecticut,1,0.79,1.2,,1,,,2002,Connecticut,Connecticut,2002,"Rowland, John G.",1,0,1.778,0
2004,3-Jun,CT,Connecticut,2003,2.5,7,1.60E+10,1.60E+11,3.50E+06,0,12973,2003,2002,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.583333,0.416667,0.622517,0.377483,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2003,Connecticut,0,0,0,0,9.50E+09,1,0,0,2004,Connecticut,9,29,1,0,0,0,0,0,0,0,0,2004,2003,Connecticut,7,1,1,0,0,0,2004,3-Jun,CT,Connecticut,1.00E+06,6.60E+08,-7.50E+07,5.40E+08,1.10E+08,7.40E+07,0,0,1.00E+07,0,2.90E+07,-1.10E+08,8.00E+07,2.80E+07,0,0,0,3.40E+07,0,9.50E+09,6.987,-0.785,5.687,1.206,0.774,0,0,0.105,0,0.305,-1.158,0.842,0.295,0,0,0,0.358,0,7,Connecticut,2002,0.583333,0.622517,0.4389,0.305,"Rowland, John G.",-0.0611,0,0,1,Connecticut,7,2003,2003,2003,1,0,"Rowland, John G.",0,2006,0,1,0,1,1,0,1,0,0,0,0,0,0.305,-1.158,0.842,0.295,0,0,0,0,0.4389,0.5611,0,0.5611,CT,Connecticut,2003,CT,7,2003,-0.937,-1.092,-1.07,0.108,-1.07,-1.3,0.18,-1.3,2003,Connecticut,1,0.79,1.2,,1,,,2003,Connecticut,Connecticut,2003,"Rowland, John G.",1,0,0.305,0
2005,Apr. 2004,CT,Connecticut,2004,2.5,7,1.70E+10,1.70E+11,3.50E+06,0,14063,2004,2003,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.583333,0.416667,0.629139,0.370861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,42,2004,Connecticut,1.00E+07,6.67,0,0,1.00E+10,1,0,0,2005,Connecticut,9,108.8,1,0,0,0,0,0,0,0,0,2005,2004,Connecticut,7,1,1,0,0,0,2005,Apr. 2004,CT,Connecticut,4.20E+07,3.50E+06,-3.30E+06,8.00E+06,0,0,0,0,-1.20E+06,0,1.10E+08,5.70E+06,8.00E+06,0,9.10E+07,0,4.40E+06,0,0,1.00E+10,0.035,-0.033,0.08,0,0,0,0,-0.012,0,1.1,0.057,0.08,0,0.91,0,0.044,0,0,7,Connecticut,2003,0.583333,0.622517,0.4389,1.1,"Rowland, John G.",-0.0611,0,0,0.57,Connecticut,7,2004,2003,2003,0,1,"Rell, M. Jodi",0,2006,0,1,0,0.57,1,0,1,0,0,0,0,0,1.1,0.057,0.08,0,0,0,0,0,0.4389,0.5611,0,0.5611,CT,Connecticut,2004,CT,7,2004,-0.944,-1.092,-1.07,0.108,-1.07,-1.3,0.18,-1.3,2004,Connecticut,0.57,0.5,0.64,,1,,,2004,Connecticut,Connecticut,2004,"Rell, M. Jodi",0.57,0,1.1,0
2006,5-Jul,CT,Connecticut,2005,2.5,7,1.90E+10,1.80E+11,3.50E+06,0,14999,2005,2004,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.666667,0.333333,0.655629,0.344371,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,512,2005,Connecticut,1.00E+07,6.25,0,0,1.20E+10,1,0,0,2006,Connecticut,9,344.5,1,0,0,0,0,0,0,0,0,2006,2005,Connecticut,7,1,1,0,0,0,2006,5-Jul,CT,Connecticut,5.10E+08,2.10E+08,0,0,4.30E+07,0,0,0,1.70E+08,1.30E+06,3.40E+08,7.50E+06,3.00E+06,7.50E+07,1.10E+08,0,7.40E+06,1.40E+08,0,1.20E+10,1.764,0,0,0.362,0,0,0,1.392,0.011,2.833,0.063,0.025,0.625,0.917,0,0.062,1.167,0,7,Connecticut,2004,0.666667,0.655629,0.4389,2.833,"Rell, M. Jodi",-0.0611,0,0,0.57,Connecticut,7,2005,2005,2005,1,0,"Rell, M. Jodi",0,2006,0,1,0,0.57,1,0,1,0,0,0,0,0,2.833,0.063,0.025,0.625,0,0,0,0,0.4389,0.5611,0,0.5611,CT,Connecticut,2005,CT,7,2005,-0.976,-1.093,-1.109,0.114,-1.109,-1.26,0.181,-1.26,2005,Connecticut,0.57,0.5,0.64,,1,,,2005,Connecticut,Connecticut,2005,"Rell, M. Jodi",0.57,0,2.833,0
2007,6-Jun,CT,Connecticut,2006,2.5,7,2.00E+10,2.00E+11,3.50E+06,0,15784,2006,2005,Connecticut,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.666667,0.333333,0.655629,0.344371,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,508,2006,Connecticut,1.00E+07,5.88,0,0,1.20E+10,1,0,0,2007,Connecticut,9,122.7,1,0,0,0,0,0,0,0,0,2007,2006,Connecticut,7,1,1,1,0,0,2007,6-Jun,CT,Connecticut,5.10E+08,-1.60E+08,-7.00E+06,-7.70E+07,-7.80E+07,0,0,0,-2.60E+06,0,1.20E+08,0,0,4.40E+07,0,0,0,7.90E+07,0,1.20E+10,-1.37,-0.058,-0.638,-0.652,0,0,0,-0.022,0,1,0,0,0.367,0,0,0,0.658,0,7,Connecticut,2005,0.666667,0.655629,0.4389,1,"Rell, M. Jodi",-0.0611,0,0,0.57,Connecticut,7,2006,2005,2005,0,1,"Rell, M. Jodi",1,2006,0,1,0,0.57,1,0,1,0,0,0,0,0,1,0,0,0.367,0,0,0,0,0.4389,0.5611,0,0.5611,CT,Connecticut,2006,CT,7,2006,-0.981,-1.092,-1.115,0.114,-1.115,-1.233,0.181,-1.233,2006,Connecticut,0.57,0.5,0.64,,1,,,2006,Connecticut,Connecticut,2006,"Rell, M. Jodi",0.57,0,1,0
